file,class,method,variable,usage
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-consign-service/src/main/java/consign/service/ConsignServiceImpl.java,consign.service.ConsignServiceImpl,"updateConsignRecord/2[consign.entity.Consign,consign.service.HttpHeaders]",originalRecord,16
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-consign-service/src/main/java/consign/service/ConsignServiceImpl.java,consign.service.ConsignServiceImpl,"updateConsignRecord/2[consign.entity.Consign,consign.service.HttpHeaders]",requestEntity,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-execute-service/src/test/java/execute/controller/ExecuteControlllerTest.java,execute.controller.ExecuteControlllerTest,testExecuteTicket/0,result,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-execute-service/src/test/java/execute/controller/ExecuteControlllerTest.java,execute.controller.ExecuteControlllerTest,testCollectTicket/0,result,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Hystrix,setCommandGroup/1[java.lang.String],commandGroup,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Hystrix,setPrefix/1[java.lang.String],prefix,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Hystrix,setCommandKey/1[java.lang.String],commandKey,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/old-docs/Lib/ms-monitoring-core/src/main/java/org/myproject/ms/monitoring/ChainKeys.java,org.myproject.ms.monitoring.ChainKeys$Hystrix,setThreadPoolKey/1[java.lang.String],threadPoolKey,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"create/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"create/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",c,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"create/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",contacts,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"create/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",addContacts,5
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"findContactsByAccountId/2[java.lang.String,contacts.service.HttpHeaders]",arr,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"findContactsByAccountId/2[java.lang.String,contacts.service.HttpHeaders]",accountId,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"findContactsByAccountId/2[java.lang.String,contacts.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"delete/2[java.lang.String,contacts.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"delete/2[java.lang.String,contacts.service.HttpHeaders]",contactsId,5
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"delete/2[java.lang.String,contacts.service.HttpHeaders]",contacts,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"modify/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",oldContactResponse,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"modify/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",headers,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"modify/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",oldContacts,7
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"modify/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",contacts,6
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"findContactsById/2[java.lang.String,contacts.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"findContactsById/2[java.lang.String,contacts.service.HttpHeaders]",id,3
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"findContactsById/2[java.lang.String,contacts.service.HttpHeaders]",contacts,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,getAllContacts/1[contacts.service.HttpHeaders],headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,getAllContacts/1[contacts.service.HttpHeaders],contacts,3
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"createContacts/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"createContacts/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",contactsTemp,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-contacts-service/src/main/java/contacts/service/ContactsServiceImpl.java,contacts.service.ContactsServiceImpl,"createContacts/2[contacts.entity.Contacts,contacts.service.HttpHeaders]",contacts,5
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"getImageCode/6[int,int,java.io.OutputStream,verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,verifycode.service.HttpHeaders]",request,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"getImageCode/6[int,int,java.io.OutputStream,verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,verifycode.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"getImageCode/6[int,int,java.io.OutputStream,verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,verifycode.service.HttpHeaders]",os,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"getImageCode/6[int,int,java.io.OutputStream,verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,verifycode.service.HttpHeaders]",response,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"getImageCode/6[int,int,java.io.OutputStream,verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,verifycode.service.HttpHeaders]",width,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"getImageCode/6[int,int,java.io.OutputStream,verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,verifycode.service.HttpHeaders]",height,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"verifyCode/4[verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,java.lang.String,verifycode.service.HttpHeaders]",request,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"verifyCode/4[verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,java.lang.String,verifycode.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"verifyCode/4[verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,java.lang.String,verifycode.service.HttpHeaders]",response,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-verification-code-service/src/main/java/verifycode/service/VerifyCodeService.java,verifycode.service.VerifyCodeService,"verifyCode/4[verifycode.service.HttpServletRequest,verifycode.service.HttpServletResponse,java.lang.String,verifycode.service.HttpHeaders]",receivedCode,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"saveUser/2[user.dto.UserDto,user.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"saveUser/2[user.dto.UserDto,user.service.HttpHeaders]",user,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"deleteUser/2[java.lang.String,user.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"deleteUser/2[java.lang.String,user.service.HttpHeaders]",userId,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,getAllUsers/1[user.service.HttpHeaders],headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"updateUser/2[user.dto.UserDto,user.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"updateUser/2[user.dto.UserDto,user.service.HttpHeaders]",user,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"findByUserId/2[java.lang.String,user.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"findByUserId/2[java.lang.String,user.service.HttpHeaders]",userId,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"findByUserName/2[java.lang.String,user.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-user-service/src/main/java/user/service/UserService.java,user.service.UserService,"findByUserName/2[java.lang.String,user.service.HttpHeaders]",userName,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-basic-service/src/main/java/fdse/microservice/config/SecurityConfig.java,fdse.microservice.config.SecurityConfig,configure/1[fdse.microservice.config.HttpSecurity],httpSecurity,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelService.java,admintravel.service.AdminTravelService,"deleteTravel/2[java.lang.String,admintravel.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelService.java,admintravel.service.AdminTravelService,"deleteTravel/2[java.lang.String,admintravel.service.HttpHeaders]",tripId,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelService.java,admintravel.service.AdminTravelService,"addTravel/2[admintravel.service.TravelInfo,admintravel.service.HttpHeaders]",request,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelService.java,admintravel.service.AdminTravelService,"addTravel/2[admintravel.service.TravelInfo,admintravel.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelService.java,admintravel.service.AdminTravelService,"updateTravel/2[admintravel.service.TravelInfo,admintravel.service.HttpHeaders]",request,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelService.java,admintravel.service.AdminTravelService,"updateTravel/2[admintravel.service.TravelInfo,admintravel.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-admin-travel-service/src/main/java/admintravel/service/AdminTravelService.java,admintravel.service.AdminTravelService,getAllTravels/1[admintravel.service.HttpHeaders],headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-common/src/main/java/edu/fudan/common/entity/TripId.java,edu.fudan.common.entity.TripId,TripId/1[java.lang.String],trainNumber,2
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-common/src/main/java/edu/fudan/common/entity/TripId.java,edu.fudan.common.entity.TripId,TripId/1[java.lang.String],type0,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/async/ExecutorConfig.java,inside_payment.async.ExecutorConfig,mySimpleAsync/0,executor,6
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/async/ExecutorConfig.java,inside_payment.async.ExecutorConfig,myAsync/0,executor,7
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"drawBack/3[java.lang.String,java.lang.String,inside_payment.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"drawBack/3[java.lang.String,java.lang.String,inside_payment.service.HttpHeaders]",money,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"drawBack/3[java.lang.String,java.lang.String,inside_payment.service.HttpHeaders]",addMoney,4
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"drawBack/3[java.lang.String,java.lang.String,inside_payment.service.HttpHeaders]",userId,3
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"initPayment/2[inside_payment.service.Payment,inside_payment.service.HttpHeaders]",headers,0
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"initPayment/2[inside_payment.service.Payment,inside_payment.service.HttpHeaders]",paymentTemp,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"initPayment/2[inside_payment.service.Payment,inside_payment.service.HttpHeaders]",payment,4
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",headers,4
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",order_other_service_url,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",totalExpand,5
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",requestEntityOutsidePaySuccess,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",reGetOrderResults,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",reOutsidePaySuccess,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",payments,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",requestGetOrderResults,1
/Users/joeyclapton/rd/puc/lab-medicao-experimentacao-software/sprint-02/repos/train-ticket/ts-inside-payment-service/src/main/java/inside_payment/service/InsidePaymentServiceImpl.java,inside_payment.service.InsidePaymentServiceImpl,"pay/2[inside_payment.service.PaymentInfo,inside_payment.service.HttpHeaders]",addMoney,1
